Name,Region,Country,City,Fest START Date,Fest END Date,Festival Lengh,Website,Entry Categories,Specialization,A-list,Deadline Regular,Deadline Extended,Free Submission,Link submission,Platform for submission,Notes about submission,Status,Last update
Terra Di Tutti Film Festival,Europe,Italy,Bologna,5/10/2023,8/10/2023,4 days,https://www.terradituttifilmfestival.org/ ,"Short Documentary,Mid-length Documentary,Feature Documentary",Human Rights,,4/6/2023,,,,FilmFreeway,No information since 2023 edition,Inactive,5/5/2025
Thessaloniki International Documentary Festival,Europe,Greece,Thessaloniki ,6/3/2025,16/3/2025,11 days,https://www.filmfestival.gr/en/documentary-festival,"Feature Documentary,Short Documentary,VR/AR",,checked,30/11/2024,30/11/2024,,https://vp.eventival.com/thessaloniki,Eventival,Eligibility for official competition has a minimum length requirement of 50 minutes. ,Active,5/5/2025
Third Horizon Film Festival,North America,USA,"Miami, FL",29/5/2025,1/6/2025,4 days,https://www.thirdhorizonfilmfestival.com/,"Feature Documentary,Mid-length Documentary,Short Documentary",Caribbean,,18/10/2024,18/10/2024,checked,https://filmfreeway.com/ThirdHorizonFilmFestival,FilmFreeway,"Features: over 60 minutes in length
Medium-length films: between 30 and 60 minutes
Short films: up to 30 minutes",Active,12/25/2024
TIDF - Taiwan International Documentary Festival,Asia Pacific,Taiwan,Taipei,14/5/2024,25/5/2024,10 days,https://www.tidf.org.tw/en,"Short Documentary,Mid-length Documentary,Feature Documentary",,,5/12/2023,,checked,https://www.tidf.org.tw/en/page/131835,,"Guidelines: https://www.tidf.org.tw/en/page/1896 
The festival is taking place every other year.
The 15th edition of Taiwan International Documentary Festival will be held in May 2026. The open call for submissions will start in September 2025. More information and the updated Entry Guidelines will be announced in August 2025.",Active,5/5/2025
TIFF - Toronto International Film Festival,North America,Canada,Toronto,4/9/2025,14/9/2025,11 days,https://www.tiff.net,"Feature Documentary,Creative/Experimental,Mid-length Documentary,Short Documentary",,checked,9/5/2025,,,https://filmfreeway.com/tiff,FilmFreeway,More info: https://www.tiff.net/submissions,Active,5/5/2025
Timehri Film Festival,Caribbean ,Guyana,Georgetown,26/10/2023,29/10/2023,4 days,https://timehrifilmfestival.com,"Short Documentary,Mid-length Documentary,Feature Documentary",Indigenous,,9/7/2023,4/8/2023,,https://filmfreeway.com/TimehriFilmFestival,FilmFreeway,"No updates since 2023's edition.

Focus on Guyanese and indigenous filmmakers and topics. 
Short films must be under 30 minutes; features are any film over 45 minutes.",Inactive,5/5/2025
Tirana International Film Festival,Europe,Albania,Tirana,21/9/2025,27/9/2025,7 days,http://tiranafilmfest.com,"Feature Documentary,Short Documentary,Mid-length Documentary,Student Documentary,Creative/Experimental",,,21/5/2025,21/6/2025,,https://filmfreeway.com/TiranaInternationalFilmFestival ; https://filmmakers.festhome.com/f/190,"FilmFreeway,Festhome","Documentary short/mid-length is 60 minutes and less. Feature films are over 60 minutes. 
",Active,5/5/2025
Torino Film Festival,Europe,Italy,Turin,21/11/2025,29/11/2025,9 days,https://www.torinofilmfest.org/en/,"Feature Documentary,Short Documentary",,,5/9/2025,,,https://filmfreeway.com/torinofilmfest,FilmFreeway,"Features: more than 52'
Shorts: under 30'

Regulations: https://www.torinofilmfest.org/en/regulation-torino-film-festival/ ",Active,5/5/2025
Toronto Reel Asian International Film Festival,North America,Canada,Toronto,5/11/2025,15/11/2025,11 days,https://www.reelasian.com,"Short Documentary,Feature Documentary,Mid-length Documentary",Asian,,19/5/2025,3/6/2025,,https://filmfreeway.com/reelasian,FilmFreeway,"More info: https://www.reelasian.com/submissions/
Shorts up to 40 min
Features over 40 min",Active,5/5/2025
Transilvania International Film Festival,Europe,Romania,Cluj-Napoca,13/6/2025,22/6/2025,10 days,https://tiff.ro/en,"Mid-length Documentary,Feature Documentary",,,15/12/2024,1/2/2025,,https://vp.eventival.com/tiff,Eventival,"Regulation: https://tiff.ro/en/regulations-tiff23 


",Active,5/5/2025
Trento Film Festival,Europe,Italy,Trento,25/4/2025,4/5/2025,10 days,https://trentofestival.it/en/,Feature Documentary,"""Sports, mountain"",Environment",,10/1/2024,10/2/2024,checked,https://trentofestival.it/en/2024-submissions/submission-trento-film-festival/,,"Festival focuses on mountain films, but since the curator is Sergio Fant, the program is more open, and mountain does not need to be central. See: https://trentofestival.it/edizione-2021/iscrizione-trentofilmfestival/""
",Active,5/5/2025
Tribeca Film Festival,North America,USA,New York City,4/6/2025,15/6/2025,12 days,https://tribecafilm.com,"Short Documentary,Feature Documentary,VR/AR,Audio,Mid-length Documentary",,checked,18/12/2024,14/2/2025,,https://filmfreeway.com/TribecaFestival,FilmFreeway,"different deadlines depending on genres, check submission guidelines: https://tribecafilm.com/festival/submissions#xaward
Shorts are under 40. Features are 40 and longer in duration. ",Active,5/5/2025
Trieste Film Festival,Europe,Italy,Trieste,16/1/2026,24/1/2026,9 days,https://www.triestefilmfestival.it/en/,"Mid-length Documentary,Feature Documentary",Eastern Europe,,30/9/2025,,,https://vp.eventival.com/trieste,Eventival,More info: https://triestefilmfestival.it/en/film-submission/ ,Active,5/6/2025
Trinidad + Tobago Film Festival,Caribbean ,Trinidad and Tobago,Port of Spain,24/9/2025,30/9/2025,7 days,https://ttfilmfestival.com,"Short Documentary,Mid-length Documentary,Feature Documentary,Student Documentary,Creative/Experimental",Caribbean,,14/4/2025,12/5/2025,,https://filmfreeway.com/trinidadtobagofilmfestival,FilmFreeway,"Shorts under 30 min
Mid length 31-59 min
Features 60 and over
Films from the Caribbean, and the diaspora.",Active,5/6/2025
Tromsø International Film Festival,Europe,Norway,Tromso,19/1/2026,25/1/2026,7 days,https://www.tiff.no/en/,"Feature Documentary,Short Documentary",,,1/11/2025,,,https://www.tiff.no/en/industry/film-fra-nord-filmbransje/pamelding-til-film-fra-nord,,"Competition: by invitation only
Films from the North : submission available for films from the Barents Region and other circumpolar areas
Guidelines: https://www.tiff.no/en/industry/register-film ",Active,5/6/2025
True/False,North America,USA,"Columbia, MI",5/3/2026,8/3/2026,4 days,https://truefalse.org,"Short Documentary,Mid-length Documentary,Feature Documentary,Creative/Experimental",,,31/10/2025,1/12/2025,,https://truefalse.org/submit/features-shorts/,,"Exact submissions deadlines TBC
Shorts are under 40; features 40 minutes and longer. 

Submissions on website.",Active,5/6/2025
UNAFF - United Nations Association Film Festival,North America,USA,"Palo Alto, CA",16/10/2025,26/10/2025,11 days,http://www.unaff.org/,"Short Documentary,Mid-length Documentary,Feature Documentary",Human Rights,,15/5/2025,25/5/2025,,https://filmfreeway.com/UNAFF,FilmFreeway,"Accepts all lengths. 
More info: http://www.unaff.org/2025/submission.html",Active,5/6/2025
Under Our Skin - International Film Festival On Human Rights,Africa,Kenya,Nairobi,7/11/2024,15/11/2024,9 Days,https://www.underourskinkenya.org/,"Feature Documentary,Mid-length Documentary,Short Documentary",Human Rights,,15/6/2024,,,https://filmfreeway.com/UnderOurSkinFestival,FilmFreeway,"No info about 2025 edition.

Shorts 20 mins and under
Mid length between 20-60 min
Features 60 min and over",Active,5/6/2025
Valladolid International Film Festival (Seminci),Europe,Spain,Valladolid,24/10/2025,1/11/2025,9 days,https://www.seminci.com/en/home/,"Short Documentary,Feature Documentary",Fiction (mainly),,4/8/2025,,checked,https://vp.eventival.com/seminci/2024,Eventival,,Active,5/6/2025
Vancouver International Film Festival,North America,Canada,Vancouver,2/10/2025,12/10/2025,11 days,www.viff.org,"Short Documentary,Mid-length Documentary,Creative/Experimental,Feature Documentary",,,16/5/2025,30/5/2025,,https://filmfreeway.com/VIFF,FilmFreeway,"Shorts: under 40 minutes.
Feature: over 40 minutes

More info: https://viff.org/festival/submissions/    ",Active,5/6/2025
Venice International Film Festival,Europe,Italy,Venice,27/8/2025,6/9/2025,11 days,https://www.labiennale.org/en/cinema,"Short Documentary,Feature Documentary,VR/AR",,checked,31/5/2025,,,https://www.labiennale.org/en/cinema/2025/regulations,,"The deadline for registering a full-length film is June 13, 2025 
The deadline for a short film is May 31, 2025.
The deadline to submit immersive projects is May 8, 2025.",Active,5/6/2025
Vermont International Film Festival,North America,USA,Burlington,17/10/2025,26/10/2025,10 days,https://vtiff.org,"Feature Documentary,Short Documentary",,,,,,,,By invitation only.,Active,5/6/2025
Verona International Film Festival,Europe,Italy,Verona,16/9/2025,18/9/2025,3 days,https://www.veronafilmfestival.org,"Short Documentary,Feature Documentary,Mid-length Documentary,Creative/Experimental",,,14/3/2025,14/6/2025,,https://filmfreeway.com/VeronaFilmFestival,FilmFreeway,"Shorts are up to 44 minutes. Mid-length/feature anything longer than 45 minutes.

More info: https://www.veronafilmfestival.org/submit ",Active,5/6/2025
Verzió International Human Rights Documentary Film Festival,Europe,Hungary,Budapest,11/11/2025,19/11/2025,9 days,https://verzio.org/en ,"Short Documentary,Feature Documentary,Student Documentary,VR/AR,Creative/Experimental",Human Rights,,31/5/2025,,checked,https://verzio.org/en/2025/submission,,,Active,5/6/2025
Viennale International Film Festival Vienna ,Europe,Austria,Vienna,16/10/2025,28/10/2025,13 days,https://www.viennale.at/en,Feature Documentary,,checked,31/7/2025,,,https://www.viennale.at/en/submission-form,,"Due to the great number of curated films, the possibility of including submitted films into the Viennale program is fairly limited.
More info: https://www.viennale.at/en/submission   ",Active,5/6/2025
Vilnius International Film Festival - KINO PAVASARIS,Europe,Lithuania,Vilnius + other cities,7/3/2025,23/3/2025,17 days,https://kinopavasaris.lt/en,"Short Documentary,Feature Documentary",,,15/7/2024,15/8/2024,,,,Focus on Eastern Europe/Baltic films - see eligibility requirements. Shorts must be under 30 minutes and features longer than 60 minutes. ,Active,5/6/2025
Visions du Réel,Europe,Switzerland,Nyon,17/4/2026,26/4/2026,10 days,https://www.visionsdureel.ch,"Short Documentary,Feature Documentary,Mid-length Documentary,Student Documentary",,checked,,,,https://www.visionsdureel.ch/en/call-for-entries/,,"Deadlines for 2026 edition TBA (Usually early November)
Short film: up to 30' Medium length film: between 31' and 70' Feature film: over 60' ",Active,5/6/2025
Warsaw Film Festival,Europe,Poland,Warsaw,10/10/2025,19/10/2025,10 days,https://wff.pl/en/,"Feature Documentary,Short Documentary",,,15/7/2025,31/7/2025,,https://filmfreeway.com/WarsawFilmFestival,FilmFreeway,"features (over 60 min)
shorts (40 min or less)",Active,5/6/2025
WATCH DOCS Human Rights in Film International Film Festival,Europe,Poland,Warsaw,5/12/2025,14/12/2025,10 days,https://watchdocs.pl/en,"Short Documentary,Mid-length Documentary,Feature Documentary",Human Rights,,1/8/2025,,checked,https://filmfreeway.com/WATCHDOCS,FilmFreeway,"Traveling festival. 
Accepts all lengths. 

More info: https://watchdocs.pl/en/news/zglos-swoj-film-na-25-mff-watch-docs-",Active,5/6/2025
Woodstock Film Festival,North America,USA,Woodstock,15/10/2025,19/10/2025,5 days,https://woodstockfilmfestival.org,"Student Documentary,Feature Documentary,Mid-length Documentary,Short Documentary",,,9/5/2025,13/6/2025,,https://filmfreeway.com/WoodstockFilmFestival,FilmFreeway,"Films 40 minutes and longer are considered as features. 
More info: https://woodstockfilmfestival.org/submit-faq",Active,5/6/2025
Working Title Film Festival - a Film Festival about Work,Europe,Italy,Vicenza,11/11/2024,16/11/2024,6 days,https://www.workingtitlefilmfestival.it/en/,"Short Documentary,Mid-length Documentary,Feature Documentary",,,24/3/2024,,,https://filmfreeway.com/WorkingTitleFilmFestival,FilmFreeway,"No info about 2025 edition available.
Submission information: https://www.workingtitlefilmfestival.it/en/wtff7/

Focus on work and labour. Short documentaries must be under 30 minutes. Features are 31 minutes and longer. ",Active,5/6/2025
Worldfest Houston International Film Festival ,North America,USA,"Houston, TX",24/4/2025,4/5/2025,11 days,https://worldfest.org,"Short Documentary,Mid-length Documentary,Feature Documentary",,,15/12/2024,15/1/2025,,https://filmfreeway.com/worldfest,FilmFreeway,"Shorts are under 30 minutes. 
Features are 70 - 210 minutes. ",Active,5/6/2025
Yamagata International Documentary Film Festival,Asia Pacific,Japan,Yamagata City,9/10/2025,16/10/2025,8 days,https://www.yidff.jp/index.html.en,"Feature Documentary,Creative/Experimental",,,15/4/2025,,checked,https://www.yidff.jp/2025/entry/25entry2-e.html,,More info: https://www.yidff.jp/2025/entry/25entry1-e.html,Active,5/6/2025
ZagrebDox ,Europe,Croatia,Zagreb,30/3/2025,6/4/2025,8 days,http://zagrebdox.net/en,"Short Documentary,Mid-length Documentary,Feature Documentary,Creative/Experimental",,,14/10/2024,2/12/2024,,https://filmfreeway.com/ZagrebDox,FilmFreeway,Regulations: https://zagrebdox.net/en/info/pravilnik ,Active,5/6/2025
Zanzibar International Film Festival,Africa,Tanzania,Zanzibar,25/6/2025,29/6/2025,5 days,http://www.ziff.or.tz,"Short Documentary,Mid-length Documentary,Feature Documentary",,,25/4/2025,,,https://filmfreeway.com/ZanzibarInternationalFilmFestival,FilmFreeway,Submission fee: Free submission from East African countries (Request for the special waiver code),Active,5/6/2025
ZINEBI – International Festival of Documentary and Short Film of Bilbao,Europe,Spain,Bilbao,21/11/2025,28/11/2025,7 days,https://zinebi.eus/en/ ,Short Documentary,Emerging,,15/7/2024,,checked,https://filmfreeway.com/ZINEBI,FilmFreeway,"Shorts max 30 min. 
Features and mid-lenght by invitation onlly.",Active,5/6/2025
Zlín Film Festival,Europe,Czech Republic,Zlín,29/5/2025,4/6/2025,7 days,https://www.zlinfest.cz/en/,"VR/AR,Feature Documentary,Student Documentary,Short Documentary",Children and young audiences,,1/3/2025,1/3/2025,,https://filmfreeway.com/ZLNFILMFESTIVALInternationalFestivalforChildrenandYouth,FilmFreeway,"
",Active,5/6/2025
Zurich Film Festival,Europe,Switzerland,Zurich,25/9/2025,5/10/2025,11 days,https://zff.com/en/home/,"Feature Documentary,Mid-length Documentary",Emerging,,30/6/2025,,,https://filmfreeway.com/ZurichFilmFestival,FilmFreeway,"All entries to documentary competition are either first, second or third directorial works. All films must be 60 minutes or longer.

More info: https://zff.com/en/industry/film-submission ",Active,5/6/2025
